id:ID(KG),:LABEL,name,provided_by,accession,length,source_db,mane_status,mane_refseq_nuc,mane_ensembl_nuc,mane_ensembl_prot
NCBIProtein:NP_940927,Protein,kinesin-like protein KIF7,NCBI:RefSeq,NP_940927.2,1343,RefSeq,MANE Select,NM_198525.3,ENST00000394412.8,ENSP00000377934.3
NCBIProtein:NP_940933,Protein,probable phospholipid-transporting ATPase IIB isoform 1,NCBI:RefSeq,NP_940933.3,1147,RefSeq,MANE Select,NM_198531.5,ENST00000426216.6,ENSP00000398076.2
NCBIProtein:NP_940939,Protein,yjeF N-terminal domain-containing protein 3 isoform 1,NCBI:RefSeq,NP_940939.2,299,RefSeq,MANE Select,NM_198537.4,ENST00000514277.6,ENSP00000426964.1
NCBIProtein:NP_001032309,Protein,zinc finger protein 829 isoform 2,NCBI:RefSeq,NP_001032309.2,432,RefSeq,MANE Select,NM_001037232.4,ENST00000391711.8,ENSP00000429266.1
NCBIProtein:NP_940944,Protein,zinc finger protein 773 isoform a,NCBI:RefSeq,NP_940944.1,442,RefSeq,MANE Select,NM_198542.3,ENST00000282292.9,ENSP00000282292.3
NCBIProtein:NP_001403049,Protein,mitoguardin 1 isoform 3,NCBI:RefSeq,NP_001403049.1,600,RefSeq,MANE Select,NM_001416120.1,ENST00000370791.9,ENSP00000359827.4
NCBIProtein:NP_955378,Protein,profilin-4,NCBI:RefSeq,NP_955378.1,129,RefSeq,MANE Select,NM_199346.3,ENST00000313213.5,ENSP00000322170.4
NCBIProtein:NP_001158136,Protein,microtubule-associated serine/threonine-protein kinase 4 isoform 3,NCBI:RefSeq,NP_001158136.1,2623,RefSeq,MANE Select,NM_001164664.2,ENST00000403625.7,ENSP00000385727.1
NCBIProtein:NP_945350,Protein,prestin isoform a,NCBI:RefSeq,NP_945350.1,744,RefSeq,MANE Select,NM_198999.3,ENST00000306312.8,ENSP00000304783.3
NCBIProtein:NP_940975,Protein,adropin precursor,NCBI:RefSeq,NP_940975.2,76,RefSeq,MANE Select,NM_198573.3,ENST00000399775.3,ENSP00000382675.2
NCBIProtein:NP_001093136,Protein,protein prenyltransferase alpha subunit repeat-containing protein 1 isoform 1,NCBI:RefSeq,NP_001093136.1,402,RefSeq,MANE Select,NM_001099666.2,ENST00000340434.5,ENSP00000344299.4
NCBIProtein:NP_064592,Protein,DNA excision repair protein ERCC-6-like 2 isoform a,NCBI:RefSeq,NP_064592.3,1550,RefSeq,MANE Select,NM_020207.7,ENST00000653738.2,ENSP00000499221.2
NCBIProtein:NP_001092007,Protein,patatin-like phospholipase domain-containing protein 7 isoform a,NCBI:RefSeq,NP_001092007.2,1342,RefSeq,MANE Select,NM_001098537.3,ENST00000406427.6,ENSP00000384610.1
NCBIProtein:NP_963844,Protein,leucine-rich repeat-containing protein 10,NCBI:RefSeq,NP_963844.2,277,RefSeq,MANE Select,NM_201550.4,ENST00000361484.5,ENSP00000355166.3
NCBIProtein:NP_940982,Protein,long-chain fatty acid transport protein 1,NCBI:RefSeq,NP_940982.1,646,RefSeq,MANE Select,NM_198580.3,ENST00000252595.12,ENSP00000252595.6
NCBIProtein:NP_940984,Protein,kelch-like protein 30,NCBI:RefSeq,NP_940984.3,578,RefSeq,MANE Select,NM_198582.4,ENST00000409223.2,ENSP00000386389.1
NCBIProtein:NP_001028285,Protein,ectonucleoside triphosphate diphosphohydrolase 8 isoform 1,NCBI:RefSeq,NP_001028285.1,495,RefSeq,MANE Select,NM_001033113.2,ENST00000371506.7,ENSP00000360561.2
NCBIProtein:NP_940988,Protein,E3 ubiquitin-protein ligase NHLRC1,NCBI:RefSeq,NP_940988.2,395,RefSeq,MANE Select,NM_198586.3,ENST00000340650.6,ENSP00000345464.3
NCBIProtein:NP_932351,Protein,RING finger protein 148 precursor,NCBI:RefSeq,NP_932351.1,305,RefSeq,MANE Select,NM_198085.2,ENST00000434824.2,ENSP00000388207.1
NCBIProtein:NP_001006121,Protein,"RNA-binding motif protein, Y chromosome, family 1 member B isoform 1",NCBI:RefSeq,NP_001006121.1,496,RefSeq,MANE Select,NM_001006121.4,ENST00000383020.7,ENSP00000372484.3
NCBIProtein:NP_950245,Protein,5-cytosine rRNA methyltransferase NSUN4 isoform a,NCBI:RefSeq,NP_950245.2,384,RefSeq,MANE Select,NM_199044.4,ENST00000474844.6,ENSP00000419740.1
NCBIProtein:NP_954580,Protein,plasmanylethanolamine desaturase 1 isoform 1,NCBI:RefSeq,NP_954580.2,270,RefSeq,MANE Select,NM_199129.4,ENST00000371652.9,ENSP00000360715.4
NCBIProtein:NP_001005751,Protein,WASH complex subunit 2A isoform 1,NCBI:RefSeq,NP_001005751.1,1341,RefSeq,MANE Select,NM_001005751.3,ENST00000282633.10,ENSP00000282633.5
NCBIProtein:NP_997256,Protein,protein GPR15LG precursor,NCBI:RefSeq,NP_997256.1,81,RefSeq,MANE Select,NM_207373.3,ENST00000372126.4,ENSP00000361199.3
NCBIProtein:NP_001093137,Protein,age-related maculopathy susceptibility protein 2,NCBI:RefSeq,NP_001093137.1,107,RefSeq,MANE Select,NM_001099667.3,ENST00000528446.1,ENSP00000436682.1
NCBIProtein:NP_001005180,Protein,olfactory receptor 56B1,NCBI:RefSeq,NP_001005180.1,324,RefSeq,MANE Select,NM_001005180.3,ENST00000317121.6,ENSP00000322939.3
NCBIProtein:NP_001138341,Protein,"octanoyl-[acyl-carrier-protein]:protein N-octanoyltransferase LIPT2, mitochondrial isoform 1 precursor",NCBI:RefSeq,NP_001138341.1,231,RefSeq,MANE Select,NM_001144869.3,ENST00000310109.5,ENSP00000309463.4
NCBIProtein:NP_001124183,Protein,C-type lectin domain family 2 member A isoform 1,NCBI:RefSeq,NP_001124183.1,174,RefSeq,MANE Select,NM_001130711.2,ENST00000455827.2,ENSP00000396163.1
NCBIProtein:NP_001123470,Protein,C-type lectin domain family 12 member B isoform 1,NCBI:RefSeq,NP_001123470.1,276,RefSeq,MANE Select,NM_001129998.3,ENST00000338896.11,ENSP00000344563.5
NCBIProtein:NP_001012772,Protein,NHL repeat-containing protein 3 isoform a precursor,NCBI:RefSeq,NP_001012772.1,347,RefSeq,MANE Select,NM_001012754.4,ENST00000379600.8,ENSP00000368920.3
NCBIProtein:NP_997260,Protein,TOMM20-like protein 1,NCBI:RefSeq,NP_997260.1,152,RefSeq,MANE Select,NM_207377.3,ENST00000360945.7,ENSP00000354204.2
NCBIProtein:NP_001298104,Protein,tumor necrosis factor alpha-induced protein 8-like protein 3 isoform 2,NCBI:RefSeq,NP_001298104.1,204,RefSeq,MANE Select,NM_001311175.2,ENST00000637513.2,ENSP00000489743.1
NCBIProtein:NP_001019572,Protein,serine/threonine-protein kinase SBK1,NCBI:RefSeq,NP_001019572.1,424,RefSeq,MANE Select,NM_001024401.3,ENST00000341901.5,ENSP00000343248.4
NCBIProtein:NP_001107039,Protein,leucine-rich repeat-containing protein 75A isoform 1,NCBI:RefSeq,NP_001107039.1,344,RefSeq,MANE Select,NM_001113567.3,ENST00000470794.2,ENSP00000419502.1
NCBIProtein:NP_001191047,Protein,"C-type lectin domain family 17, member A isoform 1",NCBI:RefSeq,NP_001191047.1,378,RefSeq,MANE Select,NM_001204118.2,ENST00000417570.6,ENSP00000393719.2
NCBIProtein:NP_001010898,Protein,sodium-dependent neutral amino acid transporter SLC6A17,NCBI:RefSeq,NP_001010898.1,727,RefSeq,MANE Select,NM_001010898.4,ENST00000331565.5,ENSP00000330199.3
NCBIProtein:NP_001019765,Protein,uncharacterized protein C1orf53,NCBI:RefSeq,NP_001019765.1,145,RefSeq,MANE Select,NM_001024594.3,ENST00000367393.8,ENSP00000356363.3
NCBIProtein:NP_001193570,Protein,cytochrome c oxidase assembly factor 6 homolog isoform 2,NCBI:RefSeq,NP_001193570.2,155,RefSeq,MANE Select,NM_001206641.3,ENST00000366615.10,ENSP00000355574.5
NCBIProtein:NP_001335886,Protein,small integral membrane protein 26 isoform 1,NCBI:RefSeq,NP_001335886.1,95,RefSeq,MANE Select,NM_001348957.2,ENST00000411646.2,ENSP00000485316.2
NCBIProtein:NP_001333809,Protein,sphingosine-1-phosphate transporter MFSD2B,NCBI:RefSeq,NP_001333809.1,504,RefSeq,MANE Select,NM_001346880.2,ENST00000338315.6,ENSP00000342501.4
NCBIProtein:NP_997717,Protein,bolA-like protein 3 isoform 1,NCBI:RefSeq,NP_997717.2,107,RefSeq,MANE Select,NM_212552.3,ENST00000327428.10,ENSP00000331369.5
NCBIProtein:NP_001078889,Protein,phospholipid scramblase family member 5 isoform 1,NCBI:RefSeq,NP_001078889.1,271,RefSeq,MANE Select,NM_001085420.2,ENST00000443512.2,ENSP00000390111.1
NCBIProtein:NP_001138904,Protein,small integral membrane protein 20 isoform 1,NCBI:RefSeq,NP_001138904.1,67,RefSeq,MANE Select,NM_001145432.3,ENST00000506197.3,ENSP00000427407.2
NCBIProtein:NP_997292,Protein,colipase-like protein 2 isoform b precursor,NCBI:RefSeq,NP_997292.2,100,RefSeq,MANE Select,NM_207409.4,ENST00000403376.4,ENSP00000385898.3
NCBIProtein:NP_001010904,Protein,glycine N-acyltransferase-like protein 3,NCBI:RefSeq,NP_001010904.1,288,RefSeq,MANE Select,NM_001010904.2,ENST00000371197.9,ENSP00000360240.4
NCBIProtein:NP_963883,Protein,transcription factor MafA,NCBI:RefSeq,NP_963883.2,353,RefSeq,MANE Select,NM_201589.4,ENST00000333480.3,ENSP00000328364.2
NCBIProtein:NP_001001671,Protein,mitogen-activated protein kinase kinase kinase 15,NCBI:RefSeq,NP_001001671.3,1313,RefSeq,MANE Select,NM_001001671.4,ENST00000338883.9,ENSP00000345629.4
NCBIProtein:NP_001004751,Protein,olfactory receptor 51D1,NCBI:RefSeq,NP_001004751.1,324,RefSeq,MANE Select,NM_001004751.3,ENST00000641817.1,ENSP00000492986.1
NCBIProtein:NP_001004750,Protein,olfactory receptor 51B6,NCBI:RefSeq,NP_001004750.1,312,RefSeq,MANE Select,NM_001004750.1,ENST00000380219.1,ENSP00000369568.1
NCBIProtein:NP_001004756,Protein,olfactory receptor 51M1,NCBI:RefSeq,NP_001004756.2,326,RefSeq,MANE Select,NM_001004756.3,ENST00000642046.1,ENSP00000493005.1
NCBIProtein:NP_001004757,Protein,olfactory receptor 51Q1,NCBI:RefSeq,NP_001004757.1,317,RefSeq,MANE Select,NM_001004757.2,ENST00000300778.4,ENSP00000300778.4
NCBIProtein:NP_001005288,Protein,olfactory receptor 51I1,NCBI:RefSeq,NP_001005288.1,314,RefSeq,MANE Select,NM_001005288.3,ENST00000380211.1,ENSP00000369559.1
NCBIProtein:NP_001004754,Protein,olfactory receptor 51I2,NCBI:RefSeq,NP_001004754.1,312,RefSeq,MANE Select,NM_001004754.3,ENST00000641930.1,ENSP00000493016.1
NCBIProtein:NP_001382986,Protein,olfactory receptor 56B2,NCBI:RefSeq,NP_001382986.1,316,RefSeq,MANE Select,NM_001396057.1,ENST00000641377.2,ENSP00000502530.1
NCBIProtein:NP_001003443,Protein,olfactory receptor 56A3,NCBI:RefSeq,NP_001003443.2,315,RefSeq,MANE Select,NM_001003443.3,ENST00000641160.1,ENSP00000493059.1
NCBIProtein:NP_001139505,Protein,olfactory receptor 56A5,NCBI:RefSeq,NP_001139505.1,313,RefSeq,MANE Select,NM_001146033.1,ENST00000532411.2,ENSP00000481594.1
NCBIProtein:NP_001027025,Protein,probable inactive 1-aminocyclopropane-1-carboxylate synthase-like protein 2 isoform 1,NCBI:RefSeq,NP_001027025.2,568,RefSeq,MANE Select,NM_001031854.2,ENST00000378832.1,ENSP00000368109.1
NCBIProtein:NP_001094832,Protein,kelch repeat and BTB domain-containing protein 13,NCBI:RefSeq,NP_001094832.1,458,RefSeq,MANE Select,NM_001101362.3,ENST00000432196.5,ENSP00000388723.2
NCBIProtein:NP_001099040,Protein,acyl-coenzyme A diphosphatase NUDT19 precursor,NCBI:RefSeq,NP_001099040.1,375,RefSeq,MANE Select,NM_001105570.2,ENST00000397061.4,ENSP00000380251.2
NCBIProtein:NP_001013681,Protein,zinc finger protein 793,NCBI:RefSeq,NP_001013681.2,406,RefSeq,MANE Select,NM_001013659.3,ENST00000627814.3,ENSP00000487183.2
NCBIProtein:NP_001074299,Protein,PRAME family member 12,NCBI:RefSeq,NP_001074299.2,483,RefSeq,MANE Select,NM_001080830.5,ENST00000357726.5,ENSP00000350358.4
NCBIProtein:NP_001012276,Protein,PRAME family member 8,NCBI:RefSeq,NP_001012276.2,474,RefSeq,MANE Select,NM_001012276.3,ENST00000357367.7,ENSP00000349931.2
NCBIProtein:NP_001093320,Protein,PRAME family member 18,NCBI:RefSeq,NP_001093320.2,479,RefSeq,MANE Select,NM_001099850.2,ENST00000624297.3,ENSP00000485473.2
NCBIProtein:NP_001093321,Protein,PRAME family member 17,NCBI:RefSeq,NP_001093321.1,474,RefSeq,MANE Select,NM_001099851.3,ENST00000376098.4,ENSP00000365266.3
NCBIProtein:NP_001354898,Protein,putative inactive group IIC secretory phospholipase A2 isoform 2 precursor,NCBI:RefSeq,NP_001354898.1,149,RefSeq,MANE Select,NM_001367969.2,ENST00000679259.1,ENSP00000504292.1
NCBIProtein:NP_001347970,Protein,ferric reductase 1 isoform 2 precursor,NCBI:RefSeq,NP_001347970.1,592,RefSeq,MANE Select,NM_001361041.2,ENST00000646001.2,ENSP00000496583.2
NCBIProtein:NP_001013685,Protein,putative peptidyl-tRNA hydrolase PTRHD1,NCBI:RefSeq,NP_001013685.1,140,RefSeq,MANE Select,NM_001013663.2,ENST00000328379.6,ENSP00000330389.4
NCBIProtein:NP_001004320,Protein,alkylglycerol monooxygenase,NCBI:RefSeq,NP_001004320.1,445,RefSeq,MANE Select,NM_001004320.2,ENST00000342526.8,ENSP00000341662.3
NCBIProtein:NP_001291348,Protein,dynein regulatory complex subunit like-11,NCBI:RefSeq,NP_001291348.1,818,RefSeq,MANE Select,NM_001304419.2,ENST00000615129.4,ENSP00000482119.1
NCBIProtein:NP_001307799,Protein,solute carrier family 25 member 35 isoform a,NCBI:RefSeq,NP_001307799.1,300,RefSeq,MANE Select,NM_001320870.2,ENST00000577745.2,ENSP00000464231.1
NCBIProtein:NP_510880,Protein,unconventional myosin-XVIIIa isoform a,NCBI:RefSeq,NP_510880.2,2054,RefSeq,MANE Select,NM_078471.4,ENST00000527372.7,ENSP00000437073.1
NCBIProtein:NP_055573,Protein,sorting nexin-19 isoform 1,NCBI:RefSeq,NP_055573.3,992,RefSeq,MANE Select,NM_014758.3,ENST00000265909.9,ENSP00000265909.4
NCBIProtein:NP_997342,Protein,testis-expressed protein 19,NCBI:RefSeq,NP_997342.1,164,RefSeq,MANE Select,NM_207459.4,ENST00000333437.5,ENSP00000331500.4
NCBIProtein:NP_001009611,Protein,PRAME family member 4,NCBI:RefSeq,NP_001009611.2,478,RefSeq,MANE Select,NM_001009611.4,ENST00000235349.6,ENSP00000235349.5
NCBIProtein:NP_001278309,Protein,PRAME family member 13,NCBI:RefSeq,NP_001278309.1,474,RefSeq,MANE Select,NM_001291380.1,ENST00000625019.3,ENSP00000491259.1
NCBIProtein:NP_001382260,Protein,putative C-type lectin domain family 20 member A precursor,NCBI:RefSeq,NP_001382260.1,400,RefSeq,MANE Select,NM_001395331.1,ENST00000623247.3,ENSP00000490899.1
NCBIProtein:NP_998885,Protein,"coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial isoform b precursor",NCBI:RefSeq,NP_998885.1,142,RefSeq,MANE Select,NM_213720.3,ENST00000484558.3,ENSP00000418428.3
NCBIProtein:NP_001011700,Protein,mitochondrial coiled-coil domain protein 1 precursor,NCBI:RefSeq,NP_001011700.2,119,RefSeq,MANE Select,NM_001011700.3,ENST00000376191.3,ENSP00000365362.2
NCBIProtein:NP_001003760,Protein,kelch-like protein 31,NCBI:RefSeq,NP_001003760.2,634,RefSeq,MANE Select,NM_001003760.5,ENST00000370905.4,ENSP00000359942.3
NCBIProtein:NP_001339617,Protein,small integral membrane protein 30 precursor,NCBI:RefSeq,NP_001339617.1,59,RefSeq,MANE Select,NM_001352688.2,ENST00000397764.8,ENSP00000490095.1
NCBIProtein:NP_001010915,Protein,very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 4 isoform 1,NCBI:RefSeq,NP_001010915.2,232,RefSeq,MANE Select,NM_001010915.5,ENST00000495827.3,ENSP00000419503.1
NCBIProtein:NP_001001790,Protein,mitochondrial import receptor subunit TOM5 homolog isoform 1,NCBI:RefSeq,NP_001001790.1,51,RefSeq,MANE Select,NM_001001790.3,ENST00000321301.7,ENSP00000313584.6
NCBIProtein:NP_001012773,Protein,solute carrier family 25 member 53,NCBI:RefSeq,NP_001012773.2,307,RefSeq,MANE Select,NM_001012755.5,ENST00000594199.3,ENSP00000468980.1
NCBIProtein:NP_001382980,Protein,olfactory receptor OR51C1,NCBI:RefSeq,NP_001382980.1,312,RefSeq,MANE Select,NM_001396051.1,ENST00000641159.2,ENSP00000497734.1
NCBIProtein:NP_001004759,Protein,olfactory receptor 51T1,NCBI:RefSeq,NP_001004759.2,327,RefSeq,MANE Select,NM_001004759.3,ENST00000322049.1,ENSP00000322679.1
NCBIProtein:NP_001005329,Protein,olfactory receptor 51A4,NCBI:RefSeq,NP_001005329.1,313,RefSeq,MANE Select,NM_001005329.2,ENST00000641898.1,ENSP00000492963.1
NCBIProtein:NP_001004748,Protein,olfactory receptor 51A2,NCBI:RefSeq,NP_001004748.1,313,RefSeq,MANE Select,NM_001004748.1,ENST00000380371.1,ENSP00000369729.1
NCBIProtein:NP_001371924,Protein,fidgetin-like protein 2,NCBI:RefSeq,NP_001371924.1,653,RefSeq,MANE Select,NM_001384995.1,ENST00000618634.3,ENSP00000491257.1
NCBIProtein:NP_001381716,Protein,grifin,NCBI:RefSeq,NP_001381716.1,144,RefSeq,MANE Select,NM_001394787.1,ENST00000614228.2,ENSP00000481185.1
NCBIProtein:NP_982278,Protein,polyisoprenoid diphosphate/phosphate phosphohydrolase PLPP6,NCBI:RefSeq,NP_982278.3,295,RefSeq,MANE Select,NM_203453.5,ENST00000381883.5,ENSP00000371307.2
NCBIProtein:NP_001004067,Protein,BOS complex subunit NOMO3 precursor,NCBI:RefSeq,NP_001004067.1,1222,RefSeq,MANE Select,NM_001004067.4,ENST00000399336.9,ENSP00000382274.4
NCBIProtein:NP_001034933,Protein,acyl-CoA-binding domain-containing protein 7,NCBI:RefSeq,NP_001034933.1,88,RefSeq,MANE Select,NM_001039844.3,ENST00000356189.6,ENSP00000367453.4
NCBIProtein:NP_001001711,Protein,protein DDI1 homolog 1,NCBI:RefSeq,NP_001001711.1,396,RefSeq,MANE Select,NM_001001711.3,ENST00000302259.5,ENSP00000302805.3
NCBIProtein:NP_001001551,Protein,probable gluconokinase isoform 1,NCBI:RefSeq,NP_001001551.2,187,RefSeq,MANE Select,NM_001001551.4,ENST00000376419.5,ENSP00000365601.4
NCBIProtein:NP_001001786,Protein,BH3-like motif-containing cell death inducer,NCBI:RefSeq,NP_001001786.2,108,RefSeq,MANE Select,NM_001001786.3,ENST00000560104.2,ENSP00000453153.1
NCBIProtein:NP_001001795,Protein,UPF0598 protein C8orf82,NCBI:RefSeq,NP_001001795.1,216,RefSeq,MANE Select,NM_001001795.2,ENST00000524821.6,ENSP00000436621.1
NCBIProtein:NP_001001852,Protein,serine/threonine-protein kinase pim-3,NCBI:RefSeq,NP_001001852.2,326,RefSeq,MANE Select,NM_001001852.4,ENST00000360612.5,ENSP00000353824.4
NCBIProtein:NP_055827,Protein,transmembrane protein 41B isoform 1,NCBI:RefSeq,NP_055827.1,291,RefSeq,MANE Select,NM_015012.4,ENST00000528080.6,ENSP00000433126.1
NCBIProtein:NP_001013725,Protein,eIF-2-alpha kinase GCN2,NCBI:RefSeq,NP_001013725.2,1649,RefSeq,MANE Select,NM_001013703.4,ENST00000263791.10,ENSP00000263791.5
NCBIProtein:NP_001074003,Protein,protein unc-13 homolog C isoform 1,NCBI:RefSeq,NP_001074003.1,2214,RefSeq,MANE Select,NM_001080534.3,ENST00000260323.16,ENSP00000260323.11
NCBIProtein:NP_001382946,Protein,tubulin polyglutamylase TTLL13,NCBI:RefSeq,NP_001382946.1,751,RefSeq,MANE Select,NM_001396017.1,ENST00000641754.2,ENSP00000493387.1
NCBIProtein:NP_001013728,Protein,perilipin-5,NCBI:RefSeq,NP_001013728.2,463,RefSeq,MANE Select,NM_001013706.3,ENST00000381848.7,ENSP00000371272.2
NCBIProtein:NP_001139816,Protein,PRAME family member 11,NCBI:RefSeq,NP_001139816.2,478,RefSeq,MANE Select,NM_001146344.3,ENST00000619922.1,ENSP00000480027.2
NCBIProtein:NP_001010889,Protein,PRAME family member 6,NCBI:RefSeq,NP_001010889.1,476,RefSeq,MANE Select,NM_001010889.2,ENST00000376189.5,ENSP00000365360.1
NCBIProtein:NP_001083060,Protein,"cytochrome b-c1 complex subunit 6-like, mitochondrial",NCBI:RefSeq,NP_001083060.1,91,RefSeq,MANE Select,NM_001089591.2,ENST00000696689.1,ENSP00000512811.1
NCBIProtein:NP_001027535,Protein,MICOS complex subunit MIC10 isoform a,NCBI:RefSeq,NP_001027535.1,78,RefSeq,MANE Select,NM_001032363.4,ENST00000322753.7,ENSP00000325562.6
NCBIProtein:NP_001004343,Protein,microtubule-associated protein 1 light chain 3 gamma,NCBI:RefSeq,NP_001004343.1,147,RefSeq,MANE Select,NM_001004343.3,ENST00000357246.4,ENSP00000349785.3
NCBIProtein:NP_001118239,Protein,ubiquinol-cytochrome c reductase complex assembly factor 5,NCBI:RefSeq,NP_001118239.1,70,RefSeq,MANE Select,NM_001124767.2,ENST00000477703.6,ENSP00000417806.1
NCBIProtein:NP_001138450,Protein,"bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase 2, mitochondrial isoform 2",NCBI:RefSeq,NP_001138450.1,347,RefSeq,MANE Select,NM_001144978.3,ENST00000325278.7,ENSP00000321984.7
NCBIProtein:NP_001074007,Protein,aldo-keto reductase family 1 member B15 isoform a,NCBI:RefSeq,NP_001074007.2,344,RefSeq,MANE Select,NM_001080538.3,ENST00000457545.7,ENSP00000389289.1
NCBIProtein:NP_001012277,Protein,PRAME family member 7,NCBI:RefSeq,NP_001012277.2,474,RefSeq,MANE Select,NM_001012277.5,ENST00000697200.1,ENSP00000513184.1
NCBIProtein:NP_001297063,Protein,PRAME family member 25,NCBI:RefSeq,NP_001297063.1,478,RefSeq,MANE Select,NM_001310134.3,ENST00000619661.3,ENSP00000478309.2
NCBIProtein:NP_001307807,Protein,sulfotransferase 1C3 isoform 1,NCBI:RefSeq,NP_001307807.1,304,RefSeq,MANE Select,NM_001320878.2,ENST00000681802.2,ENSP00000505748.1
NCBIProtein:NP_001030017,Protein,polypeptide N-acetylgalactosaminyltransferase-like 6,NCBI:RefSeq,NP_001030017.2,601,RefSeq,MANE Select,NM_001034845.3,ENST00000506823.6,ENSP00000423313.1
NCBIProtein:NP_001017390,Protein,sulfotransferase 1A4,NCBI:RefSeq,NP_001017390.1,295,RefSeq,MANE Select,NM_001017390.3,ENST00000360423.12,ENSP00000353600.8
NCBIProtein:NP_001008216,Protein,cytochrome c oxidase assembly factor 5,NCBI:RefSeq,NP_001008216.1,74,RefSeq,MANE Select,NM_001008215.3,ENST00000328709.8,ENSP00000330730.3
NCBIProtein:NP_001008275,Protein,tripartite motif-containing protein 72,NCBI:RefSeq,NP_001008275.2,477,RefSeq,MANE Select,NM_001008274.4,ENST00000322122.8,ENSP00000312675.3
NCBIProtein:NP_001008389,Protein,CDGSH iron-sulfur domain-containing protein 2,NCBI:RefSeq,NP_001008389.1,135,RefSeq,MANE Select,NM_001008388.5,ENST00000273986.10,ENSP00000273986.4
NCBIProtein:NP_001008708,Protein,glutathione-specific gamma-glutamylcyclotransferase 2 isoform 1,NCBI:RefSeq,NP_001008708.1,184,RefSeq,MANE Select,NM_001008708.4,ENST00000295304.5,ENSP00000295304.4
NCBIProtein:NP_001099028,Protein,wee1-like protein kinase 2,NCBI:RefSeq,NP_001099028.1,567,RefSeq,MANE Select,NM_001105558.1,ENST00000397541.6,ENSP00000380675.2
NCBIProtein:NP_001372122,Protein,C-type lectin domain family 18 member B isoform 1 precursor,NCBI:RefSeq,NP_001372122.1,446,RefSeq,MANE Select,NM_001385193.1,ENST00000682950.1,ENSP00000507367.1
NCBIProtein:NP_001030177,Protein,UPF0729 protein C18orf32,NCBI:RefSeq,NP_001030177.1,76,RefSeq,MANE Select,NM_001035005.4,ENST00000318240.8,ENSP00000323199.3
NCBIProtein:NP_001035795,Protein,beta-defensin 107 precursor,NCBI:RefSeq,NP_001035795.1,70,RefSeq,MANE Select,NM_001040705.2,ENST00000355602.3,ENSP00000347810.2
NCBIProtein:NP_001013867,Protein,protein EOLA2 isoform 1,NCBI:RefSeq,NP_001013867.1,158,RefSeq,MANE Select,NM_001013845.2,ENST00000370406.8,ENSP00000359434.3
NCBIProtein:NP_001308855,Protein,"creatine kinase U-type, mitochondrial isoform 1 precursor",NCBI:RefSeq,NP_001308855.1,417,RefSeq,MANE Select,NM_001321926.2,ENST00000413453.7,ENSP00000406577.3
